,complexity,revised_nrc
0,2.6007252220650128,69.84168578841461
1,2.636634174668265,69.84168578841461
2,2.547636796241677,69.84168578841461
3,2.4909763626169488,69.8416857884146
4,2.6874831824681946,69.84168578841464
5,2.5550324961788906,69.8416857884146
6,2.617491103698112,69.84168578841462
7,2.561612849380761,69.8416857884146
8,2.5759966811774575,69.84168578841464
9,2.550726125781206,69.84168578841461
10,2.6416060292591856,69.84168578841464
11,2.57831065965917,69.8416857884146
12,2.497803250411136,69.84168578841461
13,2.592720423816255,69.8416857884146
14,2.588586208933646,69.8416857884146
15,2.552731995171694,69.8416857884146
16,2.5764309108180306,69.84168578841464
17,2.5036444973008187,69.84168578841464
18,2.650868406041244,69.84168578841461
19,2.5637851987960403,69.84168578841461
20,2.5505349160247777,69.84168578841461
21,2.598481221168675,69.84168578841467
22,2.4599625326700223,69.84168578841464
23,2.534028915786014,69.8416857884146
24,2.5307621314019575,69.84168578841464
25,2.660463293453367,69.8416857884146
26,2.65797857015912,69.8416857884146
27,2.6532004690456645,69.84168578841462
28,2.690311614452874,69.8416857884146
29,2.6026338751925024,69.84168578841458
30,2.6024768537455634,69.8416857884146
31,2.543749713724388,69.84168578841461
32,2.5830415649975356,69.84168578841458
33,2.6034019672683373,69.84168578841462
34,2.5467674378878042,69.84168578841461
35,2.5828678576925888,69.84168578841457
36,2.662003107582309,69.84168578841461
37,2.61375382317975,69.8416857884146
38,2.68498346183215,69.84168578841461
39,2.552171663809384,69.8416857884146
40,2.6277403226696547,69.84168578841461
41,2.6019862612093614,69.84168578841461
42,2.5826532473820416,69.84168578841462
43,2.5642029235072092,69.8416857884146
44,2.639051619451423,69.84168578841461
45,2.517736147898477,69.8416857884146
46,2.6195325576699338,69.84168578841462
47,2.5990805901337404,69.8416857884146
48,2.5915770255992707,69.84168578841458
49,2.5993078030829664,69.84168578841465
50,2.5646176868757142,69.84168578841461
51,2.6266742353116435,69.8416857884146
52,2.619195737564924,69.84168578841464
53,2.6059358801143775,69.8416857884146
54,2.58244616158238,69.8416857884146
55,2.5655633296683082,69.8416857884146
56,2.582834200340446,69.84168578841462
57,2.5481815577015916,69.84168578841461
58,2.5817653032514376,69.84168578841462
59,2.5877489787828893,69.84168578841464
60,2.58910591825582,69.84168578841458
61,2.527758705927329,69.84168578841464
62,2.6093845915296403,69.8416857884146
63,2.5702915649895575,69.8416857884146
64,2.678106411648236,69.84168578841461
65,2.7043274292605175,69.84168578841461
66,2.5355153261743695,69.8416857884146
67,2.561917556598771,69.84168578841464
68,2.578280455509825,69.8416857884146
69,2.5530535193640196,69.84168578841462
70,2.590678020909298,69.84168578841462
71,2.502636574939298,69.84168578841464
72,2.565971864817404,69.8416857884146
73,2.6658986475175066,69.84168578841461
74,2.5853572331271546,69.84168578841461
75,2.6302731028525126,69.84168578841462
76,2.6849863299187717,69.8416857884146
77,2.6690796006459467,69.8416857884146
78,2.5928832424044357,69.8416857884146
79,2.590304910044617,69.84168578841461
80,2.66333088420765,69.84168578841461
81,2.5801292476530038,69.84168578841462
82,2.556144930920233,69.84168578841462
83,2.5463338458872347,69.8416857884146
84,2.5589922257066124,69.8416857884146
85,2.59986589062213,69.84168578841464
86,2.6356144940811306,69.84168578841464
87,2.5779780794329197,69.8416857884146
88,2.5454768051184002,69.8416857884146
89,2.67475535592637,69.8416857884146
90,2.576137910267937,69.84168578841462
91,2.525956350418058,69.8416857884146
92,2.589040800518211,69.84168578841464
93,2.667506878293162,69.84168578841461
94,2.5441559389901176,69.8416857884146
95,2.6112419070035298,69.84168578841458
96,2.5972549097020887,69.84168578841464
97,2.476382163535913,69.84168578841464
98,2.597367492747539,69.84168578841458
99,2.6025699415880896,69.84168578841461
